slug,title,collection,url_path,total_score,score_A_answer,score_B_schema,score_C_extract,score_D_entity,score_E_fresh,has_tldr,has_faq,has_schema_type,schema_types_found,has_table,avg_paragraph_length,question_headings_count,last_updated,word_count,top_fix_1,top_fix_2,top_fix_3
bali-tourism-policy-update,峇里島新政策轉向：省長拒絕實施旅遊開發禁令,blog,/blog/bali-tourism-policy-update/,65.8,16.8,20,7,13,9,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,53,3,2025-01-15,1108,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,開頭150字內補直接回答段：針對「峇里島新政策轉向：省長拒絕實施旅遊開發禁令」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
bali-lunar-new-year-events,【必收藏】峇里島慶祝農曆新年的活動資訊整理,blog,/blog/bali-lunar-new-year-events/,70.3,14.3,21,14,13,8,callout-only,yes,yes,Article|BreadcrumbList|FAQPage|LocalBusiness,no,27,0,2025-01-15,2923,開頭150字內補直接回答段：針對「【必收藏】峇里島慶祝農曆新年的活動資訊整理」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」
pondok-pekak-library-bali,動手玩藝術！Pondok Pekak圖書館的峇里島親子體驗,blog,/blog/pondok-pekak-library-bali/,63.1,18.1,13,11,13,8,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,81,0,2025-01-16,1480,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bidadari-private-villas-ubud,Bidadari Private Villas & Retreat - 峇里島烏布的隱世天堂,blog,/blog/bidadari-private-villas-ubud/,60.2,22,8,8.2,13,9,callout-only,no,partial,Article|BreadcrumbList,no,88,0,2025-01-17,1533,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
uluwatu-temple-travel-guide,【峇里島景點】烏魯瓦圖廟情人崖全攻略：卡恰舞火舞搶票、落日卡位與野生獼猴避雷指南,blog,/blog/uluwatu-temple-travel-guide/,68.4,14.7,18,13.7,13,9,callout-only,section-only,yes,Article|BreadcrumbList|LocalBusiness,no,56,1,2025-01-18,3874,開頭150字內補直接回答段：針對「【峇里島景點】烏魯瓦圖廟情人崖全攻略：卡恰舞火舞搶」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bajra-bali-villa-seminyak,【水明漾villa推薦】Bajra Bali Villa 隱私、奢華與放鬆的度假別墅,blog,/blog/bajra-bali-villa-seminyak/,61,21.3,8,9.7,15,7,callout-only,no,partial,Article|BreadcrumbList,no,84,0,2025-01-19,1342,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
alam-wayang-ubud-villa,【烏布villa推薦】Alam Wayang Ubud,blog,/blog/alam-wayang-ubud-villa/,47.9,11.3,8,7.6,13,8,callout-only,no,partial,Article|BreadcrumbList,no,47,0,2025-01-19,1709,開頭150字內補直接回答段：針對「【烏布villa推薦】Alam Wayang Ub」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）
mulia-resort-bali-luxury,【峇里島五星奢華推薦】豪華度假村推薦 Mulia Resort,blog,/blog/mulia-resort-bali-luxury/,62.9,20.9,7,13,13,9,callout-only,no,partial,Article|BreadcrumbList,no,92,0,2025-01-19,4268,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
st-regis-bali-resort,【峇里島五星奢華推薦】St. Regis Bali Resort 瑞吉渡假酒店,blog,/blog/st-regis-bali-resort/,53.5,11.1,7,13.4,13,9,callout-only,no,partial,Article|BreadcrumbList,no,61,0,2025-01-19,2051,開頭150字內補直接回答段：針對「【峇里島五星奢華推薦】St. Regis Bali」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）
suites-infinity-beyond-seminyak,【水明漾villa推薦】峇里島的奢華度假體驗 Suites Infinity & Beyond,blog,/blog/suites-infinity-beyond-seminyak/,51.2,10.7,7,11.5,13,9,callout-only,no,partial,Article|BreadcrumbList,no,36,0,2025-01-20,1385,開頭150字內補直接回答段：針對「【水明漾villa推薦】峇里島的奢華度假體驗 Su」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）
tui-blue-berawa-hotel-canggu,【Canggu飯店推薦】新開幕TUI BLUE Berawa Hotel and Villas,blog,/blog/tui-blue-berawa-hotel-canggu/,58.3,16.3,8,9,15,10,callout-only,no,partial,Article|BreadcrumbList,no,65,2,2025-01-20,1772,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
radisson-blu-bali-uluwatu,Radisson Blu Bali Uluwatu｜烏魯瓦圖麗笙布魯懸崖飯店評測 2026 - Go Bali Go,blog,/blog/radisson-blu-bali-uluwatu/,52.5,10.5,8,11,15,8,callout-only,no,partial,Article|BreadcrumbList,no,70,0,2025-01-20,2466,開頭150字內補直接回答段：針對「Radisson Blu Bali Uluwatu」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）
marine-safari-bali-guide,【峇里島親子旅遊景點海洋公園】Marine Safari Bali 峇里島海洋野生動物園攻略,blog,/blog/marine-safari-bali-guide/,70.7,16.7,17,16,13,8,no,section-only,yes,Article|BreadcrumbList|LocalBusiness,no,52,7,2025-01-23,2186,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
moonlite-kitchen-bar-seminyak-sunset,【水明漾日落餐廳】MoonLite Kitchen and Bar：坐擁印度洋夕陽的屋頂酒吧、必吃亞洲融合料理與約會建議,blog,/blog/moonlite-kitchen-bar-seminyak-sunset/,51.9,13.3,13,5.6,13,7,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,86,0,2025-01-25,894,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,開頭150字內補直接回答段：針對「【水明漾日落餐廳】MoonLite Kitchen」先給結論（推薦名單/價格區間/具體做法），再展開細節
wanaku-seafood-airport-bali,【機場附近餐廳】峇里島美食：Wanaku Seafood & Chinese Restauran 海鮮中餐廳的味覺饗宴,blog,/blog/wanaku-seafood-airport-bali/,61.5,15.5,13,12,13,8,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,50,0,2025-01-25,1300,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「【機場附近餐廳】峇里島美食：Wanaku Seaf」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
taman-dedari-ubud-food-scenery,【烏布美食+美景推薦】Taman Dedari 仙女公園,blog,/blog/taman-dedari-ubud-food-scenery/,58.4,10.3,13,13.1,15,7,no,no,yes,Article|BreadcrumbList|LocalBusiness,no,72,0,2025-01-26,1315,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「【烏布美食+美景推薦】Taman Dedari 仙」先給結論（推薦名單/價格區間/具體做法），再展開細節
cretya-sunset-ubud-paradise,【烏布美食+美景】Cretya Sunset，峇里島烏布秘境：最夢幻的日落天堂,blog,/blog/cretya-sunset-ubud-paradise/,61.2,12.2,13,16,13,7,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,44,0,2025-01-29,1603,開頭150字內補直接回答段：針對「【烏布美食+美景】Cretya Sunset，峇里」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
carry-on-luggage-tips-bali,空姐沒告訴你的隨身行李祕辛：登機箱挑選建議、上方行李架放置禮儀與必備清單,blog,/blog/carry-on-luggage-tips-bali/,63.5,19.5,20,10,8,6,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,49,0,2026-01-30,1022,補具體實體資訊：店家/飯店英文原名、所在區域名、Google Maps可搜尋的地點名稱,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-gojek-grab-restrictions,峇里島政府對網約車Gojek/Grab做出限制 以保障本地計程車司機收入,blog,/blog/bali-gojek-grab-restrictions/,68.2,16.2,24,7,13,8,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,32,6,2025-01-30,1341,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,開頭150字內補直接回答段：針對「峇里島政府對網約車Gojek/Grab做出限制 以」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
voco-bali-seminyak-2025,【2025水明漾新飯店】voco Bali Seminyak,blog,/blog/voco-bali-seminyak-2025/,55.9,13.9,8,12,15,7,callout-only,no,partial,Article|BreadcrumbList,no,78,0,2025-01-30,1091,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,開頭150字內補直接回答段：針對「【2025水明漾新飯店】voco Bali Sem」先給結論（推薦名單/價格區間/具體做法），再展開細節
aurora-media-park-canggu,【長谷新景點】Aurora Media Park Bali｜AI技術打造出沉浸式的開放式森林體驗,blog,/blog/aurora-media-park-canggu/,65.9,20.7,13,13.2,11,8,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,58,0,2025-02-01,1025,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
pacha-alpaca-family-canggu,【峇里島親子遊景點 Pacha Alpaca】與羊駝互動野餐：孩子們的自然課堂,blog,/blog/pacha-alpaca-family-canggu/,54.4,9.4,13,12,13,7,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,60,0,2025-02-01,1220,開頭150字內補直接回答段：針對「【峇里島親子遊景點 Pacha Alpaca】與羊」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」
uluwatu-temple-restoration,拯救烏魯瓦圖廟：歷史性修復工程即將完成,blog,/blog/uluwatu-temple-restoration/,68.8,15.8,24,7,13,9,callout-only,yes,yes,Article|BreadcrumbList|FAQPage|LocalBusiness,no,39,5,2025-02-01,1559,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,開頭150字內補直接回答段：針對「拯救烏魯瓦圖廟：歷史性修復工程即將完成」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
bali-airport-security-upgrade,峇里島機場加速安檢流程 – 效率提升2.5倍！,blog,/blog/bali-airport-security-upgrade/,59.8,14.8,20,10,8,7,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,49,0,2025-02-02,1003,補具體實體資訊：店家/飯店英文原名、所在區域名、Google Maps可搜尋的地點名稱,開頭150字內補直接回答段：針對「峇里島機場加速安檢流程 – 效率提升2.5倍！」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
oshom-bali-nuanu-creative-city,【Canggu住宿推薦】Nuanu Creative City 的精品旅館：Oshom Bali,blog,/blog/oshom-bali-nuanu-creative-city/,58.9,14.9,8,12,15,9,callout-only,no,partial,Article|BreadcrumbList,no,57,0,2025-02-02,1390,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,開頭150字內補直接回答段：針對「【Canggu住宿推薦】Nuanu Creativ」先給結論（推薦名單/價格區間/具體做法），再展開細節
six-senses-uluwatu-review,版主開箱：峇里島的六善 Six Senses Uluwatu 懸崖上的奢華與驚奇之旅,blog,/blog/six-senses-uluwatu-review/,51.9,10.9,8,11,13,9,callout-only,no,partial,Article|BreadcrumbList,no,85,0,2025-02-07,1929,開頭150字內補直接回答段：針對「版主開箱：峇里島的六善 Six Senses Ul」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）
platinum-hotel-jimbaran-beach,[金巴蘭CP值最高] USD$70起入住2024新開幕 Platinum Hotel Jimbaran Beach,blog,/blog/platinum-hotel-jimbaran-beach/,55.1,15.1,7,11,15,7,callout-only,no,partial,Article|BreadcrumbList,no,35,1,2025-02-07,1805,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
bali-best-hotels-2024,峇里島再度登上全球焦點！2024 年最佳酒店揭曉！,blog,/blog/bali-best-hotels-2024/,70.6,21.6,18,11,13,7,callout-only,yes,partial,Article|BreadcrumbList|FAQPage,no,35,5,2025-02-09,2052,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
indonesia-visa-guide-bali,如何正確申請印尼/峇里島簽證？官方指南助你輕鬆通過審核！,blog,/blog/indonesia-visa-guide-bali/,53.9,8.9,17,12,8,8,no,section-only,yes,Article|BreadcrumbList|HowTo,no,19,8,2025-02-09,1313,開頭150字內補直接回答段：針對「如何正確申請印尼/峇里島簽證？官方指南助你輕鬆通過」先給結論（推薦名單/價格區間/具體做法），再展開細節,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,補具體實體資訊：店家/飯店英文原名、所在區域名、Google Maps可搜尋的地點名稱
bali-theft-prevention-tips,峇里島警方發出提醒：海灘、餐廳、咖啡館請提高警覺！,blog,/blog/bali-theft-prevention-tips/,66.4,11.4,23,12,13,7,no,yes,yes,Article|BreadcrumbList|FAQPage,no,34,5,2025-02-10,1426,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,開頭150字內補直接回答段：針對「峇里島警方發出提醒：海灘、餐廳、咖啡館請提高警覺！」先給結論（推薦名單/價格區間/具體做法），再展開細節,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
bali-luwak-coffee-experience,峇里島麝香貓咖啡體驗：是特色還是地雷？交通/美食/住宿真實心得分享,blog,/blog/bali-luwak-coffee-experience/,59.4,13.5,12,11.9,13,9,callout-only,no,yes,Article|BreadcrumbList,no,98,0,2025-02-13,5751,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「峇里島麝香貓咖啡體驗：是特色還是地雷？交通/美食/」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
seminyak-family-travel-2026,【2026 峇里島親子旅遊】寒暑假水明漾 Seminyak 全攻略：精品飯店、網美餐廳與兒童俱樂部精選,blog,/blog/seminyak-family-travel-2026/,74.4,22.7,19,11.7,13,8,callout-only,section-only,yes,Article|BreadcrumbList|TouristDestination|Article/TravelAction|LocalBusiness,no,56,0,2025-02-15,4354,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
ubud-family-travel-2026,【2026 烏布親子旅遊】寒暑假帶小孩去烏布：梯田健行、猴子森林與傳統工藝手作全攻略,blog,/blog/ubud-family-travel-2026/,75.5,22.5,19,12,13,9,callout-only,section-only,yes,Article|BreadcrumbList|TouristDestination|Article/TravelAction|LocalBusiness,no,44,0,2025-02-16,4507,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
nusa-penida-luxury-tour,⭐✨網美秘境+佩尼達島東西岸五日輕奢之旅 ✨⭐,blog,/blog/nusa-penida-luxury-tour/,54.8,11.8,13,12,10,8,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,17,0,2025-02-16,1042,開頭150字內補直接回答段：針對「⭐✨網美秘境+佩尼達島東西岸五日輕奢之旅 ✨⭐」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-tripadvisor-award-2025-2,全世界旅行者最愛! 峇里島封王,blog,/blog/bali-tripadvisor-award-2025-2/,60.9,19.9,20,7,8,6,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,35,0,2025-02-20,752,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,補具體實體資訊：店家/飯店英文原名、所在區域名、Google Maps可搜尋的地點名稱,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
toya-ubud-new-attraction,【烏布新景點】Toya Ubud：一個讓童話與傳統交織的靈感之地,blog,/blog/toya-ubud-new-attraction/,51.3,10.3,12,9,13,7,no,no,yes,Article|BreadcrumbList|LocalBusiness,no,89,0,2025-02-21,1057,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
sanur-family-travel-guide-2,【2026 峇里島親子旅遊】沙努爾 Sanur 全攻略：寒暑假帶小孩最輕鬆的度假避風港,blog,/blog/sanur-family-travel-guide-2/,64,18.5,12,13.5,11,9,callout-only,section-only,partial,Article|BreadcrumbList|TouristDestination|Article/TravelAction,no,70,0,2025-02-22,6633,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
ku-de-ta-beach-club,峇里島水明漾 Ku De Ta Beach Club 完整攻略：餐飲、派對、日落的夢幻海灘體驗,blog,/blog/ku-de-ta-beach-club/,67.8,12.8,17,16,15,7,callout-only,section-only,yes,Article|BreadcrumbList|LocalBusiness,no,35,6,2025-02-24,1496,開頭150字內補直接回答段：針對「峇里島水明漾 Ku De Ta Beach Clu」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-budget-trip-11-days,水上活動被「共盤子」！峇里島自由行花費大公開！11天10夜這樣玩，CP值超高！,blog,/blog/bali-budget-trip-11-days/,59,10,12,14,13,10,no,no,yes,Article|BreadcrumbList,no,39,0,2025-02-25,4689,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「水上活動被「共盤子」！峇里島自由行花費大公開！11」先給結論（推薦名單/價格區間/具體做法），再展開細節
indonesia-esim-policy,印尼行動通訊新政策：eSIM與SIM卡限額即將實施！,blog,/blog/indonesia-esim-policy/,52.5,4.5,24,10,8,6,no,yes,yes,Article|BreadcrumbList|FAQPage,no,32,0,2025-02-26,922,開頭150字內補直接回答段：針對「印尼行動通訊新政策：eSIM與SIM卡限額即將實施」先給結論（推薦名單/價格區間/具體做法），再展開細節,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,補具體實體資訊：店家/飯店英文原名、所在區域名、Google Maps可搜尋的地點名稱
cheap-flight-tips,機票這樣買最划算！5大秘訣讓你省下25%費用，提早半年訂反而吃虧！,blog,/blog/cheap-flight-tips/,63,20,20,10,8,5,yes,yes,yes,Article|BreadcrumbList|FAQPage,no,45,0,2025-02-28,731,補具體實體資訊：店家/飯店英文原名、所在區域名、Google Maps可搜尋的地點名稱,開頭150字內補直接回答段：針對「機票這樣買最划算！5大秘訣讓你省下25%費用，提早」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
bali-tourism-tax,峇里島考慮徵收「每日觀光稅」!誰繳的起!?,blog,/blog/bali-tourism-tax/,67.3,17.3,18,14,11,7,callout-only,section-only,yes,Article|BreadcrumbList|HowTo,no,49,7,2025-03-01,1121,開頭150字內補直接回答段：針對「峇里島考慮徵收「每日觀光稅」!誰繳的起!?」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」H2區塊（3-5題問答），此分類會自動產FAQPage schema,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-family-travel-guide-3,【長輩+小孩的峇里島家庭旅遊】美食、Villa、按摩全攻略，輕鬆玩轉峇里島！,blog,/blog/bali-family-travel-guide-3/,58,10.9,12,13.1,13,9,callout-only,no,yes,Article|BreadcrumbList,no,76,0,2025-03-02,5881,開頭150字內補直接回答段：針對「【長輩+小孩的峇里島家庭旅遊】美食、Villa、按」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
baby-food-bali-tips,帶寶寶去峇里島：攜帶含豬肉、雞肉副食品的注意事項,blog,/blog/baby-food-bali-tips/,58.8,9.8,20,10,13,6,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,48,0,2025-03-04,1168,開頭150字內補直接回答段：針對「帶寶寶去峇里島：攜帶含豬肉、雞肉副食品的注意事項」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-group-travel-tips,【峇里島團體旅遊攻略】10人以上峇里島團體旅遊，如何避免踩雷？5大難題與解方！,blog,/blog/bali-group-travel-tips/,70.3,15.3,24,14,10,7,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,54,1,2025-03-05,1782,開頭150字內補直接回答段：針對「【峇里島團體旅遊攻略】10人以上峇里島團體旅遊，如」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,補具體實體資訊：店家/飯店英文原名、所在區域名、Google Maps可搜尋的地點名稱
batu-barak-cliff-road,峇里島斷崖公路 Batu Barak 旅遊指南：入園費、路況分析與烏魯瓦圖南端一日遊規劃,blog,/blog/batu-barak-cliff-road/,67.4,18.4,13,14,13,9,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,52,3,2025-03-06,1904,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
denpasar-culture-guide,【2026 登巴薩攻略】走訪全球百大城市：峇里島首府文化、歷史與美食地圖,blog,/blog/denpasar-culture-guide/,63.4,22.3,14,9.1,11,7,callout-only,no,yes,Article|BreadcrumbList|TouristDestination|Article/TravelAction|LocalBusiness,no,72,0,2025-03-08,2354,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
asia-budget-travel-cities,2025亞洲最便宜旅遊城市完整指南🌏,blog,/blog/asia-budget-travel-cities/,66,13,20,12,13,8,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,11,0,2025-03-10,907,開頭150字內補直接回答段：針對「2025亞洲最便宜旅遊城市完整指南🌏」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
